filename,filepath,category,area,volume,aabb_volume,compactness,diameter,convexity,eccentricity,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9
m1003_8453.obj,normalized_data/PlantIndoors/m1003_8453.obj,PlantIndoors,2.768,0.012,0.824,137156.12,1.125,0.03,1.293,0.115,0.208,0.195,0.179,0.1125,0.085,0.049,0.031,0.0185,0.007,0.095,0.26,0.174,0.179,0.198,0.094,0.0,0.0,0.0,0.0,0.079,0.224,0.25,0.2605,0.136,0.0415,0.0085,0.0005,0.0,0.0,0.038,0.186,0.2825,0.274,0.147,0.06,0.01,0.0025,0.0,0.0,0.086,0.328,0.3275,0.1865,0.057,0.0135,0.0015,0.0,0.0,0.0
D00595_7409.obj,normalized_data/PlantIndoors/D00595_7409.obj,PlantIndoors,5.199,-0.065,0.529,33184.898,1.034,-0.256,1.409,0.101,0.2035,0.1935,0.1795,0.1285,0.085,0.058,0.0305,0.0145,0.006,0.0195,0.2485,0.503,0.1935,0.018,0.0175,0.0,0.0,0.0,0.0,0.088,0.3125,0.362,0.1725,0.0485,0.0135,0.003,0.0,0.0,0.0,0.0455,0.264,0.369,0.238,0.073,0.009,0.0015,0.0,0.0,0.0,0.115,0.401,0.351,0.1135,0.0185,0.001,0.0,0.0,0.0,0.0
D00728_9616.obj,normalized_data/Mug/D00728_9616.obj,Mug,3.964,0.038,0.477,43942.528,1.112,0.121,5.286,0.1895,0.177,0.153,0.1135,0.0975,0.087,0.078,0.0595,0.033,0.012,0.0,0.0,0.0045,0.1375,0.432,0.426,0.0,0.0,0.0,0.0,0.1555,0.1245,0.1815,0.123,0.141,0.144,0.1045,0.026,0.0,0.0,0.105,0.226,0.199,0.1335,0.126,0.107,0.068,0.032,0.0035,0.0,0.1905,0.3185,0.235,0.1295,0.078,0.039,0.0095,0.0,0.0,0.0
D00923_11771.obj,normalized_data/Mug/D00923_11771.obj,Mug,2.873,0.049,0.336,9991.371,1.012,0.232,1.667,0.0775,0.186,0.2265,0.191,0.146,0.087,0.052,0.02,0.0095,0.0045,0.0,0.006,0.3145,0.438,0.23,0.0115,0.0,0.0,0.0,0.0,0.042,0.1255,0.2135,0.31,0.239,0.0665,0.0035,0.0,0.0,0.0,0.0145,0.094,0.1905,0.2955,0.2685,0.124,0.013,0.0,0.0,0.0,0.039,0.17,0.301,0.2955,0.1675,0.0265,0.0005,0.0,0.0,0.0
m506_8692.obj,normalized_data/Mug/m506_8692.obj,Mug,2.482,-0.012,0.261,106613.292,1.038,-0.069,4.388,0.1625,0.171,0.161,0.142,0.1225,0.099,0.066,0.0405,0.0285,0.007,0.0,0.0455,0.017,0.576,0.1405,0.1605,0.0605,0.0,0.0,0.0,0.1155,0.259,0.234,0.1365,0.16,0.052,0.0395,0.0035,0.0,0.0,0.1095,0.2365,0.2905,0.1705,0.137,0.0485,0.0075,0.0,0.0,0.0,0.1745,0.3545,0.2845,0.137,0.0425,0.007,0.0,0.0,0.0,0.0
D00747_7325.obj,normalized_data/Mug/D00747_7325.obj,Mug,2.616,-0.026,0.341,25560.571,1.0,-0.127,4.606,0.1055,0.2125,0.186,0.166,0.1095,0.1095,0.063,0.034,0.0105,0.0035,0.0,0.0,0.1735,0.467,0.2925,0.067,0.0,0.0,0.0,0.0,0.049,0.1265,0.168,0.2185,0.2285,0.1775,0.0315,0.0005,0.0,0.0,0.016,0.099,0.1905,0.2305,0.238,0.17,0.054,0.002,0.0,0.0,0.041,0.199,0.2665,0.291,0.1635,0.0365,0.0025,0.0,0.0,0.0
m503_9680.obj,normalized_data/Mug/m503_9680.obj,Mug,3.935,-0.053,0.472,21993.976,1.051,-0.153,2.035,0.1065,0.185,0.215,0.1655,0.1135,0.09,0.066,0.0415,0.014,0.003,0.0,0.0145,0.1475,0.2905,0.407,0.136,0.0045,0.0,0.0,0.0,0.046,0.128,0.183,0.2015,0.214,0.1505,0.074,0.003,0.0,0.0,0.0195,0.101,0.195,0.1985,0.2155,0.165,0.083,0.0225,0.0,0.0,0.0415,0.2085,0.245,0.236,0.165,0.0815,0.0215,0.001,0.0,0.0
D00321_10162.obj,normalized_data/Mug/D00321_10162.obj,Mug,3.939,-0.02,0.465,149999.424,1.14,-0.07,2.106,0.086,0.168,0.219,0.199,0.1335,0.0945,0.0575,0.0275,0.01,0.005,0.0,0.0,0.176,0.3585,0.314,0.135,0.0165,0.0,0.0,0.0,0.034,0.0955,0.1445,0.2615,0.2335,0.139,0.0745,0.0175,0.0,0.0,0.012,0.067,0.136,0.2285,0.2555,0.211,0.079,0.0105,0.0005,0.0,0.03,0.138,0.24,0.2615,0.22,0.0945,0.016,0.0,0.0,0.0
D00705_10312.obj,normalized_data/Mug/D00705_10312.obj,Mug,2.148,-0.029,0.305,11658.632,1.001,-0.184,2.046,0.07,0.1975,0.2075,0.1695,0.147,0.112,0.0635,0.024,0.006,0.003,0.0,0.0,0.361,0.4715,0.147,0.0205,0.0,0.0,0.0,0.0,0.047,0.1485,0.238,0.264,0.2405,0.054,0.008,0.0,0.0,0.0,0.019,0.1125,0.2255,0.268,0.257,0.112,0.006,0.0,0.0,0.0,0.039,0.215,0.31,0.2805,0.133,0.022,0.0005,0.0,0.0,0.0
D00684_11760.obj,normalized_data/Mug/D00684_11760.obj,Mug,3.772,0.135,0.56,2949.599,1.057,0.374,1.709,0.0765,0.1735,0.219,0.2045,0.143,0.1015,0.0445,0.027,0.0085,0.002,0.0,0.0,0.037,0.34,0.4905,0.1325,0.0,0.0,0.0,0.0,0.0245,0.096,0.146,0.1925,0.247,0.212,0.074,0.008,0.0,0.0,0.009,0.063,0.1345,0.195,0.229,0.2165,0.1335,0.019,0.0005,0.0,0.02,0.112,0.239,0.2625,0.215,0.1225,0.028,0.001,0.0,0.0
D00908_9979.obj,normalized_data/Mug/D00908_9979.obj,Mug,3.884,0.065,0.342,13943.1,1.007,0.292,2.63,0.0825,0.1815,0.199,0.186,0.1625,0.0985,0.05,0.0245,0.012,0.0035,0.0,0.0,0.1915,0.466,0.291,0.051,0.0005,0.0,0.0,0.0,0.0405,0.135,0.1895,0.2465,0.221,0.145,0.0225,0.0,0.0,0.0,0.0125,0.074,0.183,0.2435,0.266,0.1775,0.038,0.0055,0.0,0.0,0.0405,0.1535,0.284,0.2805,0.188,0.05,0.0035,0.0,0.0,0.0
D00825_8175.obj,normalized_data/Mug/D00825_8175.obj,Mug,4.055,-0.033,0.41,62157.274,1.024,-0.104,1.454,0.0915,0.188,0.217,0.166,0.1245,0.1025,0.0595,0.027,0.0185,0.0055,0.0,0.0,0.093,0.3925,0.4345,0.08,0.0,0.0,0.0,0.0,0.041,0.135,0.169,0.195,0.2195,0.186,0.0535,0.001,0.0,0.0,0.0215,0.109,0.164,0.191,0.235,0.171,0.097,0.0115,0.0,0.0,0.055,0.2075,0.2245,0.232,0.171,0.094,0.016,0.0,0.0,0.0
D00227_7058.obj,normalized_data/Mug/D00227_7058.obj,Mug,4.441,0.043,0.501,47654.301,1.129,0.121,7.46,0.217,0.182,0.1285,0.1,0.084,0.091,0.1045,0.062,0.0235,0.0075,0.0,0.0,0.0,0.001,0.3855,0.5995,0.014,0.0,0.0,0.0,0.188,0.1435,0.1255,0.1595,0.173,0.094,0.071,0.0455,0.0,0.0,0.102,0.2505,0.2685,0.1295,0.0765,0.0755,0.0665,0.022,0.009,0.0,0.1835,0.403,0.2245,0.1095,0.0445,0.024,0.0085,0.0025,0.0,0.0
m504_11653.obj,normalized_data/Mug/m504_11653.obj,Mug,3.715,-0.132,0.546,2948.333,1.06,-0.374,1.712,0.0825,0.18,0.23,0.1955,0.136,0.0945,0.043,0.026,0.0115,0.001,0.0,0.0,0.0445,0.353,0.471,0.1315,0.0,0.0,0.0,0.0,0.0365,0.096,0.1515,0.1955,0.245,0.195,0.0695,0.011,0.0,0.0,0.004,0.0595,0.126,0.1975,0.254,0.2385,0.1015,0.0185,0.0005,0.0,0.018,0.143,0.2045,0.285,0.2095,0.114,0.0245,0.0015,0.0,0.0
D00427_5682.obj,normalized_data/Mug/D00427_5682.obj,Mug,2.633,-0.033,0.305,16978.063,1.078,-0.181,10.613,0.1885,0.1865,0.156,0.117,0.112,0.083,0.068,0.049,0.0265,0.0135,0.0,0.018,0.232,0.2245,0.276,0.2495,0.0,0.0,0.0,0.0,0.0865,0.131,0.198,0.1885,0.128,0.1315,0.105,0.0315,0.0,0.0,0.043,0.1565,0.2115,0.213,0.1935,0.1195,0.049,0.0135,0.0005,0.0,0.097,0.28,0.3105,0.198,0.091,0.023,0.0005,0.0,0.0,0.0
D00202_11847.obj,normalized_data/Mug/D00202_11847.obj,Mug,3.375,-0.048,0.409,16399.703,1.012,-0.179,1.472,0.0855,0.1905,0.2235,0.1895,0.1385,0.094,0.0525,0.0145,0.008,0.0035,0.0,0.0,0.0715,0.5625,0.3145,0.0515,0.0,0.0,0.0,0.0,0.042,0.0965,0.1705,0.2265,0.2935,0.141,0.03,0.0,0.0,0.0,0.0075,0.059,0.1375,0.2285,0.2755,0.227,0.06,0.005,0.0,0.0,0.0245,0.13,0.252,0.27,0.226,0.091,0.006,0.0005,0.0,0.0
m509_5894.obj,normalized_data/Mug/m509_5894.obj,Mug,4.487,0.092,0.614,10672.193,1.208,0.233,3.927,0.1265,0.1655,0.1745,0.1635,0.155,0.1135,0.0565,0.028,0.013,0.004,0.0,0.0,0.008,0.238,0.408,0.2985,0.0475,0.0,0.0,0.0,0.049,0.108,0.1445,0.153,0.1595,0.1275,0.186,0.071,0.0015,0.0,0.018,0.094,0.133,0.16,0.182,0.1825,0.146,0.07,0.0135,0.001,0.043,0.1405,0.215,0.2355,0.1815,0.1225,0.0515,0.01,0.0005,0.0
D00913_7135.obj,normalized_data/Mug/D00913_7135.obj,Mug,2.972,0.044,0.415,13439.941,1.086,0.165,3.867,0.105,0.1885,0.19,0.1605,0.122,0.092,0.07,0.0415,0.02,0.0105,0.0,0.1075,0.266,0.2195,0.236,0.171,0.0,0.0,0.0,0.0,0.0425,0.1225,0.2365,0.256,0.162,0.095,0.0665,0.019,0.0,0.0,0.011,0.0925,0.192,0.2765,0.2225,0.154,0.043,0.0085,0.0,0.0,0.041,0.2005,0.3145,0.259,0.1465,0.0325,0.006,0.0,0.0,0.0
D00341_7454.obj,normalized_data/Mug/D00341_7454.obj,Mug,3.479,-0.054,0.392,14448.413,1.075,-0.217,4.244,0.1085,0.1765,0.204,0.1775,0.1365,0.0995,0.0545,0.0245,0.0135,0.005,0.0,0.0,0.121,0.2385,0.474,0.1665,0.0,0.0,0.0,0.0,0.0585,0.096,0.1505,0.2215,0.175,0.176,0.1125,0.01,0.0,0.0,0.016,0.086,0.1595,0.186,0.2095,0.222,0.104,0.017,0.0,0.0,0.035,0.163,0.263,0.257,0.1845,0.087,0.0105,0.0,0.0,0.0
D00760_8715.obj,normalized_data/Mug/D00760_8715.obj,Mug,5.797,0.189,0.474,5478.624,1.062,0.592,1.539,0.074,0.1895,0.2015,0.2065,0.1615,0.098,0.0435,0.016,0.0075,0.002,0.0,0.001,0.0025,0.785,0.157,0.0465,0.008,0.0,0.0,0.0,0.048,0.1145,0.159,0.2205,0.2845,0.1525,0.02,0.001,0.0,0.0,0.0115,0.058,0.121,0.2105,0.263,0.259,0.069,0.008,0.0,0.0,0.0235,0.108,0.239,0.287,0.2255,0.1065,0.0105,0.0,0.0,0.0
D00372_7727.obj,normalized_data/Mug/D00372_7727.obj,Mug,3.983,-0.133,0.476,3585.589,1.038,-0.376,1.798,0.084,0.15,0.2225,0.2075,0.1545,0.098,0.0475,0.025,0.0075,0.0035,0.0,0.0,0.025,0.3415,0.367,0.2665,0.0,0.0,0.0,0.0,0.023,0.0775,0.1375,0.178,0.257,0.216,0.0985,0.0125,0.0,0.0,0.0035,0.0565,0.12,0.155,0.2095,0.2355,0.173,0.0465,0.0005,0.0,0.017,0.093,0.19,0.241,0.2215,0.174,0.0605,0.003,0.0,0.0
D00685_5703.obj,normalized_data/Mug/D00685_5703.obj,Mug,2.175,0.304,0.459,111.061,1.105,0.951,4.345,0.184,0.177,0.154,0.1205,0.112,0.114,0.071,0.0425,0.0195,0.0055,0.0,0.0,0.0055,0.1705,0.362,0.3445,0.1175,0.0,0.0,0.0,0.175,0.158,0.1295,0.156,0.132,0.136,0.094,0.0195,0.0,0.0,0.115,0.2245,0.2045,0.1465,0.111,0.0975,0.0655,0.033,0.0025,0.0,0.1575,0.34,0.2555,0.1375,0.0655,0.031,0.0115,0.0015,0.0,0.0
D00209_6826.obj,normalized_data/Gun/D00209_6826.obj,Gun,1.537,-0.028,0.097,4491.048,1.015,-0.596,38.087,0.2111055527763882,0.1935967983991996,0.14357178589294647,0.11255627813906953,0.08754377188594298,0.07703851925962982,0.061030515257628815,0.061030515257628815,0.0415207603801901,0.011005502751375688,0.185,0.203,0.323,0.0555,0.086,0.1475,0.0,0.0,0.0,0.0,0.1585,0.293,0.182,0.125,0.1115,0.1095,0.0145,0.006,0.0,0.0,0.0975,0.3615,0.317,0.149,0.0415,0.0245,0.009,0.0,0.0,0.0,0.229,0.536,0.2035,0.0315,0.0,0.0,0.0,0.0,0.0,0.0
m686_5826.obj,normalized_data/Gun/m686_5826.obj,Gun,0.461,-0.002,0.019,24628.778,1.008,-0.271,287.704,0.3825,0.1485,0.0715,0.0435,0.0455,0.0415,0.0485,0.0535,0.0835,0.0815,0.352,0.3065,0.169,0.111,0.043,0.0185,0.0,0.0,0.0,0.0,0.3275,0.305,0.196,0.101,0.047,0.018,0.0055,0.0,0.0,0.0,0.4315,0.5075,0.058,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.8895,0.1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00425_7447.obj,normalized_data/Gun/D00425_7447.obj,Gun,1.345,-0.014,0.048,12093.18,1.006,-0.548,69.83,0.249,0.1875,0.126,0.093,0.0675,0.063,0.0605,0.0625,0.0685,0.0225,0.122,0.282,0.232,0.1825,0.137,0.0445,0.0,0.0,0.0,0.0,0.164,0.305,0.228,0.1505,0.0745,0.058,0.018,0.002,0.0,0.0,0.1045,0.4375,0.2785,0.123,0.042,0.014,0.0005,0.0,0.0,0.0,0.2875,0.5825,0.1265,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
m664_7884.obj,normalized_data/Gun/m664_7884.obj,Gun,1.884,-0.038,0.13,4568.92,1.207,-0.594,37.979,0.202,0.212,0.1415,0.095,0.092,0.078,0.067,0.0535,0.04,0.019,0.089,0.289,0.2675,0.1305,0.124,0.085,0.015,0.0,0.0,0.0,0.1265,0.2785,0.222,0.173,0.125,0.047,0.02,0.005,0.003,0.0,0.0545,0.3315,0.35,0.186,0.0585,0.014,0.0055,0.0,0.0,0.0,0.174,0.554,0.253,0.0185,0.0005,0.0,0.0,0.0,0.0,0.0
m682_5021.obj,normalized_data/Gun/m682_5021.obj,Gun,0.442,-0.003,0.017,10065.864,1.006,-0.361,312.738,0.3525,0.1615,0.0815,0.053,0.0535,0.044,0.0475,0.047,0.084,0.0755,0.219,0.3505,0.25,0.1085,0.067,0.005,0.0,0.0,0.0,0.0,0.2715,0.3065,0.223,0.125,0.0535,0.016,0.004,0.0005,0.0,0.0,0.277,0.541,0.172,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00282_8286.obj,normalized_data/Gun/D00282_8286.obj,Gun,0.767,-0.01,0.054,4277.697,0.999,-0.435,85.96,0.363,0.1705,0.0825,0.046,0.042,0.0405,0.0495,0.069,0.0875,0.0495,0.105,0.2125,0.231,0.1945,0.226,0.031,0.0,0.0,0.0,0.0,0.21,0.209,0.1885,0.1385,0.1285,0.0905,0.035,0.0,0.0,0.0,0.1715,0.489,0.2355,0.0815,0.0225,0.0,0.0,0.0,0.0,0.0,0.438,0.4935,0.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m662_10851.obj,normalized_data/Gun/m662_10851.obj,Gun,2.137,-0.052,0.112,3648.249,1.238,-0.836,65.566,0.223,0.2055,0.138,0.0975,0.072,0.0665,0.0695,0.055,0.0555,0.0175,0.0505,0.197,0.2575,0.2055,0.148,0.09,0.05,0.0015,0.0,0.0,0.0995,0.2135,0.201,0.189,0.136,0.0975,0.047,0.016,0.0005,0.0,0.0415,0.284,0.3275,0.1855,0.095,0.044,0.018,0.0045,0.0,0.0,0.1445,0.481,0.322,0.0525,0.0,0.0,0.0,0.0,0.0,0.0
m654_10051.obj,normalized_data/Gun/m654_10051.obj,Gun,1.496,-0.032,0.053,3229.271,1.138,-0.962,83.576,0.2365,0.194,0.128,0.09,0.084,0.0805,0.058,0.056,0.0465,0.0265,0.0775,0.2225,0.264,0.215,0.144,0.072,0.005,0.0,0.0,0.0,0.1445,0.269,0.2215,0.1715,0.098,0.0545,0.028,0.013,0.0,0.0,0.082,0.3705,0.311,0.157,0.052,0.022,0.0055,0.0,0.0,0.0,0.2345,0.5815,0.176,0.008,0.0,0.0,0.0,0.0,0.0,0.0
m648_5780.obj,normalized_data/Gun/m648_5780.obj,Gun,0.671,-0.01,0.063,2834.1,1.11,-0.338,97.109,0.2855,0.1925,0.1105,0.065,0.059,0.059,0.062,0.077,0.0585,0.031,0.0945,0.3455,0.2045,0.157,0.1055,0.043,0.05,0.0,0.0,0.0,0.199,0.241,0.18,0.141,0.092,0.089,0.0465,0.0115,0.0,0.0,0.1365,0.412,0.2825,0.0955,0.047,0.0215,0.005,0.0,0.0,0.0,0.3145,0.546,0.134,0.0055,0.0,0.0,0.0,0.0,0.0,0.0
m656_6793.obj,normalized_data/Gun/m656_6793.obj,Gun,2.303,-0.012,0.086,82323.839,1.102,-0.297,48.177,0.2245,0.192,0.133,0.0955,0.0815,0.0765,0.0605,0.0625,0.0505,0.0235,0.13,0.319,0.3115,0.174,0.0345,0.0055,0.015,0.0105,0.0,0.0,0.178,0.3,0.26,0.1755,0.051,0.0195,0.0125,0.0035,0.0,0.0,0.1295,0.4465,0.273,0.101,0.037,0.009,0.004,0.0,0.0,0.0,0.342,0.54,0.1105,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
m650_8309.obj,normalized_data/Gun/m650_8309.obj,Gun,1.979,0.007,0.094,153732.274,1.139,0.146,35.986,0.1995,0.176,0.1575,0.105,0.1005,0.0825,0.071,0.055,0.035,0.018,0.0665,0.2595,0.342,0.1695,0.1145,0.017,0.031,0.0,0.0,0.0,0.1425,0.2185,0.244,0.212,0.127,0.039,0.014,0.003,0.0,0.0,0.0695,0.326,0.334,0.152,0.0795,0.033,0.005,0.001,0.0,0.0,0.1865,0.519,0.2675,0.026,0.001,0.0,0.0,0.0,0.0,0.0
m663_7878.obj,normalized_data/Gun/m663_7878.obj,Gun,1.727,0.032,0.067,4898.026,1.112,0.772,93.922,0.266,0.183,0.0995,0.0815,0.078,0.073,0.064,0.062,0.0605,0.0325,0.074,0.2975,0.1665,0.187,0.206,0.068,0.001,0.0,0.0,0.0,0.13,0.2465,0.227,0.165,0.1115,0.077,0.036,0.007,0.0,0.0,0.0765,0.3365,0.3425,0.166,0.0575,0.0165,0.0045,0.0,0.0,0.0,0.231,0.5935,0.1655,0.01,0.0,0.0,0.0,0.0,0.0,0.0
m653_8363.obj,normalized_data/Gun/m653_8363.obj,Gun,0.876,0.009,0.062,7542.315,1.073,0.391,142.005,0.3165,0.18,0.085,0.0595,0.053,0.047,0.065,0.067,0.0775,0.0495,0.0995,0.256,0.211,0.264,0.1325,0.037,0.0,0.0,0.0,0.0,0.1945,0.238,0.207,0.15,0.098,0.0845,0.0255,0.0025,0.0,0.0,0.1385,0.4445,0.297,0.1005,0.0195,0.0,0.0,0.0,0.0,0.0,0.4545,0.4985,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00153_4648.obj,normalized_data/Gun/D00153_4648.obj,Gun,0.517,-0.011,0.057,1099.464,1.022,-0.487,60.049,0.278,0.186,0.1005,0.077,0.058,0.0635,0.066,0.0695,0.069,0.0325,0.106,0.283,0.2205,0.222,0.1095,0.059,0.0,0.0,0.0,0.0,0.159,0.272,0.2295,0.1565,0.0985,0.0695,0.015,0.0,0.0,0.0,0.1075,0.4455,0.2975,0.1105,0.0285,0.01,0.0005,0.0,0.0,0.0,0.308,0.576,0.1125,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
D00606_9130.obj,normalized_data/Gun/D00606_9130.obj,Gun,1.446,0.019,0.083,8686.411,1.02,0.449,38.044,0.1995,0.203,0.147,0.1045,0.0915,0.0715,0.0685,0.0545,0.0445,0.0155,0.0895,0.3345,0.2335,0.1955,0.129,0.018,0.0,0.0,0.0,0.0,0.1675,0.2965,0.2435,0.1575,0.087,0.04,0.008,0.0,0.0,0.0,0.0765,0.4155,0.318,0.126,0.0495,0.0125,0.002,0.0,0.0,0.0,0.2345,0.5665,0.1815,0.0175,0.0,0.0,0.0,0.0,0.0,0.0
m649_9552.obj,normalized_data/Gun/m649_9552.obj,Gun,1.839,-0.033,0.083,5728.327,1.157,-0.725,76.212,0.224,0.187,0.125,0.0895,0.093,0.0805,0.0635,0.058,0.053,0.0265,0.094,0.206,0.2315,0.2045,0.1405,0.116,0.0075,0.0,0.0,0.0,0.123,0.236,0.216,0.179,0.115,0.0825,0.0365,0.012,0.0,0.0,0.065,0.315,0.3275,0.164,0.068,0.0405,0.019,0.001,0.0,0.0,0.1995,0.5445,0.2225,0.0335,0.0,0.0,0.0,0.0,0.0,0.0
m665_7755.obj,normalized_data/Gun/m665_7755.obj,Gun,0.941,-0.028,0.117,1094.38,1.126,-0.477,27.201,0.183,0.1955,0.151,0.119,0.098,0.077,0.057,0.0545,0.041,0.024,0.054,0.196,0.3305,0.233,0.104,0.0495,0.033,0.0,0.0,0.0,0.098,0.239,0.2415,0.205,0.124,0.052,0.0325,0.008,0.0,0.0,0.0445,0.2605,0.3635,0.1935,0.085,0.0365,0.012,0.0045,0.0,0.0,0.1335,0.455,0.3285,0.0795,0.0035,0.0,0.0,0.0,0.0,0.0
D00826_7176.obj,normalized_data/Gun/D00826_7176.obj,Gun,0.538,0.001,0.04,328148.224,1.001,0.034,204.451,0.3715,0.1285,0.0705,0.0545,0.0555,0.055,0.0485,0.0635,0.087,0.0655,0.143,0.1245,0.2245,0.1845,0.2335,0.09,0.0,0.0,0.0,0.0,0.174,0.24,0.1705,0.1605,0.122,0.071,0.058,0.004,0.0,0.0,0.166,0.4645,0.251,0.09,0.028,0.0005,0.0,0.0,0.0,0.0,0.462,0.4935,0.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m666_7289.obj,normalized_data/Gun/m666_7289.obj,Gun,2.416,-0.021,0.168,30811.836,1.195,-0.304,30.892,0.21,0.183,0.1355,0.1,0.1115,0.086,0.063,0.057,0.0395,0.0145,0.1225,0.3665,0.209,0.145,0.086,0.057,0.014,0.0,0.0,0.0,0.2345,0.238,0.252,0.151,0.0615,0.041,0.0165,0.004,0.0015,0.0,0.158,0.3715,0.287,0.1295,0.0435,0.01,0.0005,0.0,0.0,0.0,0.2805,0.5345,0.173,0.012,0.0,0.0,0.0,0.0,0.0,0.0
m674_7722.obj,normalized_data/Gun/m674_7722.obj,Gun,0.299,0.003,0.011,2183.813,1.002,0.499,193.152,0.391,0.1225,0.05,0.052,0.066,0.0645,0.045,0.055,0.095,0.059,0.0495,0.312,0.2455,0.1015,0.289,0.0025,0.0,0.0,0.0,0.0,0.2975,0.2355,0.206,0.1045,0.0965,0.032,0.028,0.0,0.0,0.0,0.3385,0.5085,0.1375,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.7435,0.2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00972_7095.obj,normalized_data/Gun/D00972_7095.obj,Gun,0.996,0.009,0.082,10937.066,1.002,0.309,28.176,0.198,0.2145,0.1515,0.1,0.0705,0.0635,0.074,0.058,0.05,0.02,0.1275,0.3535,0.226,0.175,0.1085,0.0095,0.0,0.0,0.0,0.0,0.189,0.3645,0.2305,0.1405,0.048,0.023,0.004,0.0005,0.0,0.0,0.118,0.4635,0.315,0.0835,0.017,0.003,0.0,0.0,0.0,0.0,0.2785,0.589,0.129,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
m684_5995.obj,normalized_data/Gun/m684_5995.obj,Gun,0.527,0.002,0.154,33813.948,1.002,0.052,51.292,0.2645,0.1595,0.127,0.091,0.071,0.0705,0.0525,0.0565,0.0615,0.046,0.1765,0.286,0.322,0.2025,0.0,0.0,0.013,0.0,0.0,0.0,0.2485,0.2865,0.2765,0.1435,0.035,0.006,0.003,0.001,0.0,0.0,0.307,0.403,0.182,0.0745,0.03,0.003,0.0005,0.0,0.0,0.0,0.5985,0.358,0.0415,0.002,0.0,0.0,0.0,0.0,0.0,0.0
m668_9693.obj,normalized_data/Gun/m668_9693.obj,Gun,0.618,-0.002,0.02,44639.304,1.019,-0.233,132.15,0.392,0.1425,0.064,0.046,0.047,0.0495,0.0405,0.0595,0.094,0.065,0.2395,0.2455,0.2255,0.176,0.0485,0.052,0.013,0.0,0.0,0.0,0.2785,0.2635,0.1955,0.134,0.075,0.0415,0.01,0.002,0.0,0.0,0.2625,0.569,0.1515,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.639,0.3575,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00207_6467.obj,normalized_data/Gun/D00207_6467.obj,Gun,1.973,0.009,0.066,89354.954,1.008,0.296,48.534,0.242,0.1735,0.122,0.099,0.0835,0.069,0.0655,0.067,0.0505,0.028,0.164,0.365,0.2825,0.15,0.0055,0.009,0.024,0.0,0.0,0.0,0.1985,0.342,0.2555,0.139,0.0355,0.0205,0.009,0.0,0.0,0.0,0.1705,0.4755,0.2345,0.09,0.0225,0.0065,0.0005,0.0,0.0,0.0,0.408,0.5195,0.0705,0.002,0.0,0.0,0.0,0.0,0.0,0.0
D00819_7414.obj,normalized_data/Gun/D00819_7414.obj,Gun,1.392,0.0,0.065,307645396.171,1.005,0.003,23.394,0.186,0.189,0.138,0.1245,0.096,0.07,0.0745,0.065,0.041,0.016,0.0835,0.3585,0.2875,0.1825,0.0215,0.0665,0.0,0.0,0.0,0.0,0.1985,0.357,0.2215,0.0875,0.063,0.0585,0.014,0.0,0.0,0.0,0.1365,0.442,0.2725,0.111,0.0315,0.006,0.0005,0.0,0.0,0.0,0.2735,0.5275,0.1845,0.0145,0.0,0.0,0.0,0.0,0.0,0.0
m652_10930.obj,normalized_data/Gun/m652_10930.obj,Gun,2.432,-0.037,0.126,10344.261,1.189,-0.517,38.378,0.213,0.1905,0.1485,0.108,0.0775,0.075,0.0725,0.051,0.044,0.02,0.0745,0.199,0.256,0.2205,0.1145,0.093,0.0425,0.0,0.0,0.0,0.0965,0.2345,0.2245,0.192,0.124,0.0705,0.04,0.0165,0.0015,0.0,0.042,0.258,0.3535,0.214,0.0805,0.042,0.009,0.001,0.0,0.0,0.1355,0.4885,0.307,0.0665,0.0025,0.0,0.0,0.0,0.0,0.0
